PRID,PRTITLE,PRREASON,PRTYPE,CONFIDENCE
3193358943,Implement key modifier fix for Windows <> Cursor Agent ,"The title indicates a fix related to key modifier behavior on Windows for the Cursor Agent, which suggests a bug fix rather than a new feature or other change type.",fix,9
3193527516,Integrate content collections for blog and help,"The PR introduces a new content management system with new routes, components, and features for blog and help content, which clearly adds new functionality without fixing a bug or just refactoring existing code.",feat,10
3193464688,Add protobuf decoding support,"The PR introduces a new feature by adding protobuf decoding support through a generic stream decoder, which is a new capability.",feat,9
3202575014,Add noble hashes dependency and refactor code,"The PR introduces a new dependency '@noble/hashes' and refactors the code to replace 'crypto.createHmac' with it, improving compatibility and security. This is a code change that neither fixes a bug nor adds a new feature, so it is best classified as a refactor.",refactor,9
3226494300,Check subdomain resolution on startup,"The title suggests adding a new check for subdomain resolution on startup, which implies adding new functionality rather than fixing a bug or other types of changes.",feat,8
3226529211,Remove sponsor settings and features,"The commit removes existing features related to sponsor settings, which is a code change that neither fixes a bug nor adds a new feature, thus it is a refactor.",refactor,8
3214500412,Rename Universal Bridge to Payments,"The PR is a branding update that renames 'Universal Bridge' to 'Payments' across the UI without changing functionality or adding features. This is a style change affecting text and labels only, not code behavior or features.",style,9
3226454256,Add documentation for base nodes,"The PR adds comprehensive documentation for base nodes without changing code functionality, which fits the 'docs' category.",docs,9
3244768296,Begin next high-priority how-to guide,"The PR introduces a new how-to guide, which is a new feature in the documentation, rather than a bug fix or other change type.",feat,8
3252342736,Prepare rooks patch changeset,"The changes include recent unit test additions and a README image source update, which involves adding tests and documentation updates. Since the main focus is on adding tests, the 'test' label is most appropriate.",test,8
3244697570,Implement mcp server prometheus metrics,"The title indicates the addition of Prometheus metrics to the MCP server, which is a new feature for monitoring and observability.",feat,9
3226558726,Update toast message for video playback,"The PR updates the toast message and removes a redundant status message, which is a change to user-facing messaging but does not add new features or fix bugs. It is primarily a refinement of existing UI feedback, best classified as a refactor since it neither adds new functionality nor fixes a bug.",refactor,8
3207423060,Combine metadata files for easier review,"The PR introduces a new script and combined metadata files, which adds new functionality to the project. The README update documents this new feature. Therefore, it is classified as a feature addition.",feat,9
3252342214,Enhance and document useAudio hook,"The PR introduces new features and enhancements to the useAudio hook, adding volume control, time management, and detailed loading states while maintaining backward compatibility, which classifies it as a feature addition.",feat,9
3217639693,Add floating chat widget for support,"The PR introduces a new feature by adding a floating chat widget for support, which enhances the functionality of the dashboard.",feat,9
3217606165,Improve pkt2flow code quality,"The changes include migrating to CMake, adding unit tests, integrating logging, and setting up CI, which are all related to build system and continuous integration improvements rather than new features or bug fixes.",build,9
3217652543,Analyze and optimize code performance,"The changes focus on improving build times and fixing build failures related to configuration, which directly impacts performance of the build process.",perf,8
3258642599,[UT] fix junit4 in OuterJoinEliminationRuleTest.java,"The PR updates unit tests from JUnit 4 to JUnit 5 without changing behavior or adding features, which is a test-related improvement.",test,9
3258555966,Create ML Engineer Tools extension with comprehensive ML development …,"The PR introduces a new extension with comprehensive ML development features, indicating the addition of new functionality.",feat,9
3213347355,Add additional unicode escape support,"The PR introduces new functionality by adding support for additional unicode escape formats, which is a new feature enhancement.",feat,9
3193436698,Add async context tracking to fs.watch,"The PR fixes an issue where the async context was lost in fs.watch callbacks by wrapping the listener to preserve context, which is a bug fix.",fix,9
3258556361,[Tool] Add cursor rules and code organization instructions,"The PR adds a new tool-related file (.cursorrules) that provides guidance and instructions for AI agents, which is not a feature, bug fix, or documentation change but a tool-related addition.",chore,8
3213453299,Create a Python CLI package example,"The PR introduces a new Python CLI package with new commands, which constitutes a new feature addition.",feat,9
3240738542,Optimize recursive dns bruteforce method,"The PR title and body describe improvements to the method's performance, reliability, and resource management without adding new features or fixing bugs. The focus is on refactoring the existing code to enhance efficiency and robustness.",refactor,9
3213281518,Chunk task creation for record deletion,"The change introduces a new approach to task creation that improves performance and scalability by chunking tasks, which is a performance optimization rather than a bug fix or new feature. Additionally, a new test was added, but the main focus is on performance improvement.",perf,9
3213291467,Ensure column names are lowercase in data metadata for casing reliability,"The change modifies the data metadata to ensure column names are lowercase for consistency, which is a functional improvement but does not add a new feature or fix a bug explicitly. It is best classified as a refactor since it improves code consistency and reliability without adding features or fixing bugs.",refactor,8
3121514867,Cursor/fix build issues and warnings 8435,"The title indicates that the changes address build issues and warnings, which typically involve fixing problems rather than adding features or other types of changes. Therefore, the most appropriate label is 'fix'.",fix,9
3240784232,Enable FLUX finetuning in training-worker,"The PR introduces a new feature by adding FLUX LoRA training support to the training worker, enabling FLUX finetuning jobs, which is a new capability.",feat,9
3200914224,Implement mcp support for serve command,"The PR introduces a new feature by adding MCP support to the serve command, enabling direct LLM integration, which is a new capability.",feat,9
3200961570,Add CLI command for registry upload,"The PR introduces a new CLI command that adds functionality for uploading registry data to a database, which is a new feature.",feat,9
3200960321,[Dashboard] Fix validation for smart account options,"The PR fixes a bug in the validation logic for smart account options, ensuring the custom account factory address is only validated under the correct conditions. This is a clear bug fix as it corrects incorrect validation behavior.",fix,9
3240935078,Resolve db self-join memory bug,"The commit addresses a reported bug related to self-join memory exhaustion and cartesian products, and adds tests to verify correct behavior, indicating a bug fix with additional test coverage.",fix,9
3226064056,Investigate YouTube link crash issue,"The PR fixes a crash issue caused by improper state persistence and index bounds checking, which is a bug fix.",fix,9
3226144762,Analyze performance issues and suggest improvements,"The PR addresses severe performance issues by implementing optimizations such as caching improvements and parallelization to fix slowdowns, which aligns with a performance improvement commit.",perf,9
3226177127,Analyze relationships for potential refactoring,"The changes described focus on restructuring the code to improve separation of concerns and reduce coupling without adding new features or fixing bugs, which aligns with a refactor type.",refactor,9
3226178357,Add and remove songs in iPod library,"The title indicates adding and removing songs, which corresponds to adding new features related to the iPod library management.",feat,8
3226174664,Translate new interface content,"The change adds new translations for UI strings, which is a documentation update rather than a code feature or fix.",docs,9
3244366179,Identify top 10 how-to docs,"The PR introduces a new comprehensive how-to guide and establishes a process for future documentation, which aligns with adding new documentation content.",docs,9
3245242601,[convai] sip docs,"The change is focused on updating and clarifying documentation related to SIP trunking, without modifying code or adding features.",docs,10
3244614754,Replicate react examples in solidjs,"The PR introduces new examples for SolidJS, which are new features demonstrating usage of existing hooks/utilities, thus adding new functionality in the form of examples.",feat,8
3197760755,Improve privacy note for session replay,"The change improves the privacy note, which is a documentation update rather than a code change or feature addition.",docs,9
3226112307,Simplify video add and play flow,"The change modifies the internal implementation of video playback to use stable video IDs instead of array indices, which is a structural change that neither adds a new feature nor fixes a bug directly, but improves code reliability and maintainability by eliminating race conditions. This fits best as a refactor.",refactor,9
3197512041,dashboard tool analytics use case,"The title and body suggest the addition of a new use case related to dashboard tool analytics, indicating a new feature implementation.",feat,8
3275542185,Investigate mobile top resize drag lock,"The PR enables a previously disabled feature (top resize dragging) on mobile devices by removing restrictions, which adds new functionality for mobile users.",feat,9
3197648678,Update talks section and index page,"The PR adds a new talk section and updates the index page with new content, which introduces a new feature or content addition to the documentation or site.",feat,9
3189163266,Enable multi-device login with token management,"The PR introduces a new feature that enables multi-device login by managing tokens differently, which is a new capability rather than a bug fix or other change type.",feat,9
3189226179,Example: Magnets? Stickers?,"The PR adds an example demonstrating custom binding creation and integration, which is more of an illustrative or auxiliary addition rather than a new feature or bug fix. The author also marked the change type as 'other'.",other,8
3201020681,Investigate iframe copy-paste issue,The PR fixes a bug where clipboard operations were not working in the iframe embedded in the VSCode extension by updating the iframe sandbox attributes to allow clipboard read/write and other permissions. This is a bug fix rather than a new feature or other change type.,fix,9
3197795537,Introduce Bun.randomUUIDv5,"The PR introduces a new feature, Bun.randomUUIDv5, which is a new method for generating UUID v5, distinct from the existing UUID v7 method. This is clearly an addition of functionality.",feat,9
3189263416,[WIP] Create mobile rules list page,"The title indicates the creation of a new page, which is a new feature addition. The body does not contradict this and mentions generated changes, likely related to the new feature.",feat,8
3189300447,Investigate bug root cause,"The PR addresses a bug related to handling nil values for job.workflowRunUrl, improving stability and preventing errors, which aligns with a bug fix.",fix,9
3189526663,Update package readmes and root documentation,"The changes involve adding and updating documentation files to improve clarity and information, without modifying code functionality or behavior.",docs,9
3227338842,Update converter SDK reference,"The PR updates text for branding consistency without changing functionality or fixing bugs, which is a documentation-related change.",docs,9
3189527899,Establish guidelines for total-typescript-monorepo,"The PR adds documentation explaining the project structure and guidelines, which is a documentation-only change without code modifications.",docs,9
3216251590,Cursor/ensure-user-avatar-url-consistency-f035,"The title suggests a change related to ensuring consistency in user avatar URLs, which implies a fix to an existing issue rather than adding a new feature or other types of changes.",fix,8
3216171285,Add context menu options for Finder,"The PR introduces a new feature by adding 'Open' options to the context menu in Finder, which enhances user workflow.",feat,9
3232990910,Rename people tab to team,"The change involves renaming UI elements without altering functionality or fixing bugs, which is a stylistic change to the codebase.",style,9
3216373575,Remove planner tool code and documentation,"The PR removes deprecated code and documentation related to the planner tool, simplifying the codebase and agent initialization. This is a cleanup and removal of existing functionality rather than adding new features or fixing bugs, which fits best under 'refactor'.",refactor,9
3233175153,Allow admins to assign admin role,"The PR introduces a new capability allowing admins to assign the admin role to other team members, which is a new feature addition.",feat,9
3216324404,Enhance multi-agent swarm structures,"The PR introduces significant new capabilities and improvements to the multi-agent swarm structures, including enhanced reliability, performance, task management, observability, and graceful shutdown. These changes add new features and enhancements rather than just fixing bugs or refactoring existing code.",feat,9
3233024516,Clarify system prompt limitations in prompting guide,"The change involves adding clarifications to the documentation to reduce user confusion, which is a documentation update without code changes or new features.",docs,9
3233201952,Create unit tests for repository,"The title and body indicate the addition of unit tests and a fix to the CI/CD process related to formatting, which is primarily about adding tests and correcting existing test-related issues.",test,8
3233066510,Make log text wrapping configurable with white-space prop,"The change introduces a new configurable property to control text wrapping behavior in log messages, which adds new functionality to the system.",feat,9
3233286812,Analyze gensx workflows and components,"The PR introduces a new feature by enhancing the workflow analyzer to support all gensx import patterns, improving its robustness and applicability.",feat,9
3189438022,Summarize project structure,"The change adds documentation about the project's structure, which is a documentation-only change without code modifications.",docs,9
3193888615,Add button to cursor instructions section,"The PR introduces a new button feature in the cursor instructions section, indicating the addition of a new feature.",feat,9
3239065835,Implement debounce for agent creation,"The change introduces a new feature by adding debouncing functionality to prevent duplicate agent creation on rapid clicks, which is an enhancement to the existing behavior.",feat,9
3259688737,omhttp: Switch to commitTransaction to fix deferred message retry,"The PR fixes an issue where deferred messages were not properly retried by switching to a more appropriate interface that ensures atomic processing and retry of message batches, directly addressing a bug reported in the issue tracker.",fix,9
3239103350,Adjust agents menu spacing,"The change adjusts the spacing of a menu item to standardize UI layout without adding features or fixing bugs, which is a style-related change.",style,9
3238983129,Refine agent UI and navigation,"The changes described involve reorganizing UI elements and renaming navigation labels to improve user experience, which constitutes an enhancement or new feature to the interface rather than a bug fix or documentation update.",feat,8
3209183782,Evaluate app shell model compliance,"The PR introduces new features related to PWA optimizations such as critical CSS inlining, caching strategies, background sync, and improved installation prompts, which are new functionalities enhancing the app's capabilities.",feat,9
3225638345,[Feat] New LLM API Integration - Add Moonshot API (Kimi),"The PR introduces a new feature by adding support for the Moonshot AI platform, including new API integration, model definitions, configuration updates, documentation, and tests. This clearly aligns with the 'feat' type for a new feature addition.",feat,10
3239122286,Optimize agents page switcher states,"The PR fixes a visual bug related to hover states on tabs, resolving conflicting styles and improving user experience.",fix,9
3193925214,Validate and fix OpenAPI specifications,"The PR introduces improvements to the OpenAPI specifications by adding shared schemas and fixing nullable field definitions, which enhances the API specification but does not add new features or fix bugs in the codebase itself. This is best categorized as a refactor since it restructures and improves existing definitions for maintainability and accuracy.",refactor,8
3225723629,Match loading state design for link preview,"The change updates the styling of the loading state to match the design of the loaded state, which is a modification of the user interface appearance without adding new features or fixing bugs.",style,9
3209242078,Global Dev Script Fixes,"The title indicates fixes related to the global development script, implying bug fixes or corrections rather than new features or other types of changes.",fix,8
3209206554,Optimize unit test timeouts,"The change reduces delays in unit tests to optimize execution time, which is a performance improvement related to testing.",perf,8
3218869116,Add .cursorignore to optimize AI editor performance and security,"The change introduces a configuration file to improve development environment handling without adding features or fixing bugs, which aligns with chore type changes.",chore,9
3209226572,Add comprehensive test suites for shared server type schemas,"The PR title indicates the addition of comprehensive test suites, which corresponds to adding or improving tests.",test,9
3209173634,[convai] update mcp,"The commit message indicates an update to 'mcp' without specifying a bug fix, feature addition, or other specific change type. This is likely a chore as it involves updating a component or dependency without adding features or fixing bugs.",chore,7
3219088212,Cursor/cursorignore,"The change introduces a new feature that prevents Cursor AI from accessing sensitive files and large artifacts, effectively adding new functionality to the system's behavior.",feat,9
3209724233,Remove react from root package json,"The PR description indicates a restructuring of dependency management without adding features or fixing bugs, which aligns with a refactor type change.",refactor,9
3241333298,Implement required workflow variable property,"The PR introduces a new client-side validation feature for required workflow variables, which is a new functionality addition rather than a bug fix or other change type.",feat,9
3133810693,Hide releases in fullscreen for specific chart widgets,"The changes introduce a new optional prop to control the visibility of release lines in a specific chart widget, effectively adding a new feature to the component's behavior without fixing a bug or refactoring existing code.",feat,9
3209765314,Add warning and explanation page,"The PR introduces a new warning system feature to guide users, which is a new functionality rather than a fix or documentation change.",feat,9
3241336803,Export CLI commands as functions,"The PR introduces a new programmatic API for CLI commands and refactors the CLI into modular files, which adds new features and improves code organization without fixing a bug. This aligns with the 'feat' type as it adds new capabilities.",feat,9
3209758064,Update workshop CLI dependency handling,"The PR introduces a new way to handle dependency discovery and modernizes internal operations, which adds new functionality and improves the CLI's behavior without fixing a bug or just refactoring existing code. This aligns with a feature addition.",feat,8
3218953118,Update agentmark-core to use templatedx instances,"The PR updates the core to use TemplateDX instances, which indicates adding or changing functionality rather than fixing a bug or other types of changes. The mention of 'Fixes' suggests it addresses an issue, but the description implies a feature update rather than a bug fix.",feat,8
3256705149,Add qwen3 235b on fireworks,"The PR introduces a new model configuration to the Fireworks setup, which is an addition of new functionality or feature.",feat,9
3134131617,Add unreal sdk to upcoming logs sdk section,"The title indicates the addition of a new SDK to the logs SDK section, which is a new feature or enhancement to the documentation or product offerings.",feat,8
3134575697,Create GitHub action for website testing,"The PR introduces a new GitHub Action for website testing along with example test scripts, workflows, and documentation, which constitutes a new feature addition to the project.",feat,9
3134283496,Wrap transaction names in code blocks,"The change modifies how transaction names are formatted in the output to fix markdown rendering issues, which is a bug fix related to display and formatting.",fix,9
3134439291,Improve Cursor .mdc rule files,"The changes described involve restructuring and updating documentation files to improve clarity and reduce redundancy, without adding features or fixing bugs. This is a documentation-only change.",docs,9
3133978465,Cursor Agent: Add rule history page to debug,"The PR introduces a new feature: a rule history page for debugging, including UI components and database queries to display rule history data.",feat,9
3133979452,Cursor Agent: Update cold email handling logic,"The update modifies the cold email blocking logic to respect user feedback, fixing the behavior of the system to not block emails from senders marked as 'USER_REJECTED_COLD'. Additionally, new tests were added to cover these scenarios. The primary change is a bug fix in the logic, with tests supporting it.",fix,9
3134576040,Create automated night shift agent,"The PR introduces a new automated night shift agent feature with supporting scripts and documentation, which clearly adds new functionality rather than fixing bugs or making other changes.",feat,9
3134477659,Create using-api-mocks documentation,"The PR introduces a new documentation file and updates an existing documentation file to reference the new guide, which is purely documentation work without code changes or fixes.",docs,10
3134532214,Clean up admin and wallet auth code,"The changes described involve restructuring and simplifying the authentication code without adding new features or fixing bugs. It mainly involves removing legacy code and cleaning up, which fits the definition of a refactor.",refactor,9
3134586800,Autonomous agent that install Cursor and play around with your repo through terminator SDK,"The changes introduce a new GitHub Action workflow and a refactored automation script that uses Terminator exclusively for desktop automation, effectively adding a new feature to the repository's automation capabilities.",feat,9
3134279340,Remove changelog references from docs,"The changes involve removing references and files related to the changelog from the documentation and configuration files, which is a cleanup and maintenance task rather than adding features or fixing bugs.",chore,9
3134876029,Clarify error reporting documentation,The change updates the documentation to correct and clarify the default behavior of an option without modifying code functionality.,docs,10
3134880807,Migrate from Yarn to pnpm,"The PR changes the package manager from Yarn to pnpm, which affects the build system and dependencies management, so it is classified as a build change.",build,9
3134717587,Add logs beta checkbox for SDKs,"The PR introduces a new feature by adding a 'Logs Beta' checkbox and corresponding logs setup configurations to various SDKs and platform documentation, enhancing the SDK setup experience.",feat,9
3135095519,Spell check latest blog posts,The changes involve correcting grammar and punctuation in blog posts and adding a documentation file to report the spell check results. These are documentation improvements rather than code changes or features.,docs,9
3134670650,Set allowed types for `http_ssl_native_ca`,"The change introduces type validation for an existing option, which is a code improvement but does not add new features or fix bugs. It is a refactor to improve code quality and maintainability.",refactor,9
3135086425,Add audit logging links to documentation,"The changes involve adding new links and descriptions related to the audit logs feature in the documentation and changelog, which corresponds to adding new features or enhancements in documentation. This is best classified as a 'feat' since it introduces new content about a feature.",feat,8
3135203702,Retry previous action,"The PR introduces a new feature: a 'Logs Beta' checkbox that enables log-related configuration and code snippets across multiple SDKs, along with documentation for this new feature.",feat,9
3137374542,Integrate neon databases branch feature,"The changes introduce a new feature that automates Neon database branch provisioning for local development, including a new script and updates to the development workflow.",feat,9
3135305868,Create Rust example for model context client,"The PR introduces a new example client for the Rust Model Context Protocol, adding new functionality and demonstrating usage of the API, which qualifies as a new feature.",feat,9
3135420284,Add baml-cli test documentation,"The changes described are focused entirely on adding and updating documentation for the 'baml-cli test' command, including usage details, examples, and navigation updates. There is no indication of code changes, bug fixes, or new features in the codebase itself, only documentation enhancements.",docs,10
3247589656,Document useWhyDidYouUpdate hook,"The PR adds comprehensive documentation for a hook without changing code functionality, which fits the 'docs' category.",docs,9
3135152567,Add logs beta checkbox for SDKs,"The PR introduces a new feature: a 'Logs Beta' checkbox and associated logs setup configurations for various SDKs, enhancing the onboarding experience with new functionality.",feat,9
3247626881,Document useSessionstorageState hook,"The change involves adding comprehensive documentation for a hook, which is a documentation-only change without affecting code functionality.",docs,10
3134882955,Integrate Vercel AI into nextjs-15,"The PR introduces a new feature by integrating Vercel AI into the nextjs-15 test application, adding new dependencies, a new test page demonstrating AI SDK features, and a Playwright test to verify AI telemetry and tracing. Additionally, a fix was applied to preserve method binding, but the main purpose is the new feature integration.",feat,9
3247597991,Document useDeepCompareEffect hook,"The PR adds comprehensive documentation for a hook without changing code functionality, which fits the 'docs' category.",docs,9
3247583357,Document useDebounceFn hook,"The PR adds comprehensive documentation for an existing hook without changing code functionality, which fits the 'docs' category.",docs,9
3247627221,Document useRenderCount hook,"The change involves adding documentation for a hook, which is purely documentation and does not affect code functionality.",docs,10
3247587633,Document useDeepCompareEffect hook,"The PR adds comprehensive documentation for a hook without changing code functionality, which fits the 'docs' category.",docs,9
3204714993,Enhance transaction details with decoded tab,"The PR introduces a new feature that adds 'Decoded' and 'Raw' tabs to the transaction details page, enhancing the display of transaction parameters with decoded contract function calls and arguments. This is a clear addition of functionality rather than a fix, documentation, or other change types.",feat,10
3185549071,Extend auth token limits to 90 days,"The change extends the authentication token lifetime and related limits, which adds new functionality to the system's authentication mechanism, qualifying it as a new feature.",feat,9
3260311457,Enhance pdf viewer interaction for extraction,"The PR introduces new capabilities for agents to view PDF content directly in the browser and extract structured data, which clearly adds new features to the system.",feat,9
3225400623,Add copy for llm button,"The PR introduces a new button feature that allows users to copy content for use with large language models, which is a new functionality addition.",feat,9
3185534745,Remove clickwheel vibrations during scrolling,"The change removes an unwanted behavior (vibrations) during scrolling, which is a bug fix rather than a new feature or other type of change.",fix,9
3260259915,Update playground slugs and add redirects,The PR updates URL slugs and adds redirects to improve semantic clarity and organization without adding new features or fixing bugs. It is primarily a refactor of routing and navigation structure to maintain backward compatibility and improve code clarity.,refactor,9
3225511586,Ensure link preview works on mobile,"The change introduces a new behavior that improves user interaction with link previews on mobile devices, which can be considered a new feature.",feat,9
3225524525,Configure workshop subdomain settings,"The title indicates configuration changes related to workshop subdomain settings, which typically involves build or deployment configuration rather than code features or fixes. The body mentions changes generated by a background composer, suggesting automated configuration updates. Therefore, this is best classified as a build-related change.",build,8
3185559546,Update button to open link in new tab,"The change updates the behavior of a link in documentation to open in a new tab, which is a modification to the documentation content rather than code functionality or bug fixes.",docs,9
3210930666,Set up Sentry reporting for production,"The PR introduces a new feature by adding Sentry reporting for error tracking and performance monitoring, which is a new capability for the application.",feat,9
3170718599,Create run_rl.py with ART RL loop,"The PR introduces a new file with a new ART RL training loop and associated configurations, which adds new functionality rather than fixing bugs or making other types of changes.",feat,9
3211069690,Create unit tests for Fragment classes,"The primary focus of the PR is adding comprehensive unit tests for Fragment classes, which aligns with the 'test' category. Although it also upgrades Gradle for compatibility, the main change is related to testing.",test,9
3171559766,Create PR to deactivate thinking field,"The PR introduces a new optional parameter to disable the 'thinking' field, effectively adding a new feature to the Agent class and related components to allow for reduced token usage and faster responses.",feat,9
3172150844,Create pull request for version bump,"The changes involve incrementing the version number and updating the changelog, which are typical maintenance tasks and do not add features or fix bugs. The commit message also uses 'chore' indicating maintenance work.",chore,9
3170718881,Implement per-message deflate support in WebSocket client,"The PR introduces a new feature by adding per-message deflate support to the WebSocket client, which is a new capability rather than a bug fix or other change type.",feat,9
3223921049,Implement usePictureInPictureApi hook,"The PR introduces a new hook to add Picture-in-Picture functionality, which is a new feature. The detailed tests and documentation support the feature addition but do not change the classification.",feat,9
3171852682,Make PR to deactivate thinking field,"The PR introduces a new optional feature to deactivate the 'thinking' field in the agent's output, adding a new parameter and related functionality without fixing a bug or just refactoring existing code.",feat,9
3171750360,Add oauth2 client credentials support,"The PR introduces a new feature that adds support for OAuth2 client credentials configuration for specific destinations, which is a new capability rather than a fix or other type of change.",feat,9
3172177351,Write tests for deploy token changes,"The PR title explicitly states that tests are being added for deploy token changes, which aligns with the 'test' category for adding or correcting tests.",test,9
3172620921,Design observability crate for Terminator SDK,"The PR introduces a new crate with new features for performance tracking and observability, including new modules and integration with OpenTelemetry, which clearly adds new functionality.",feat,9
3172897353,Update text capitalization in users.jsx,"The change only updates the capitalization of a text string in the UI, which is a stylistic change that does not affect code functionality or behavior.",style,9
3195558400,Update documentation on trace propagation,The change is explicitly about updating documentation without any code changes or features added.,docs,9
3195796816,Improve Alongside flag packaging functionality,"The title indicates an improvement in functionality related to packaging, which aligns with adding or enhancing a feature rather than fixing a bug or other types of changes.",feat,8
3172310295,Review typography for improved readability,"The changes described are focused on updating typography and CSS styles to improve readability and visual hierarchy, which are stylistic changes that do not affect the meaning or functionality of the code.",style,9
3225421674,cursor: Add tRPC for type-safe API and improved data fetching,"The PR introduces a new feature by adding tRPC for type-safe API communication and improved data fetching, along with new API procedures and React integration, which clearly fits the 'feat' category.",feat,9
3195957785,Change default scrolling amount to 50%,"The change modifies the default scroll behavior to move by 50% of the viewport height instead of a full page, which is a change in functionality and thus a new feature.",feat,8
3265090887,"[Testing Cursor Background Agent] ""Find and fix 3 bugs in the codebase...""","The changes fix security and reliability issues by addressing a SQL injection vulnerability and a race condition, which are bug fixes.",fix,9
3195938530,Implement Plaid transactions import feature,"The PR introduces a new feature that integrates Plaid for importing transactions and synchronizing account balances, adding new models, UI components, API routes, and documentation. This clearly fits the 'feat' category as it adds new functionality without fixing a bug or making other types of changes.",feat,10
3195908841,Modernize repository to use vite,"The PR updates the build system and dependencies, migrating from Webpack to Vite and changing testing frameworks, which affects the build process and external dependencies.",build,9
3162242238,Investigate reported bug and root cause,"The PR is an investigation and analysis of a bug without any code changes or fixes implemented. It documents findings and recommendations but does not introduce a feature, fix, or other code modifications.",docs,9
3162031668,Add token refresh option in debug mode,"The PR introduces a new feature that adds a token refresh option in debug mode, enhancing the functionality of the ChatsMenuBar component.",feat,9
3232185257,Setup vitest unit tests for utils,"The PR title indicates the addition of unit tests for utils, which corresponds to adding or correcting tests.",test,9
3161958337,Increase touch target for back button,"The change improves the usability and accessibility of the back button by increasing its touch target size, which is a user-facing enhancement and thus a new feature.",feat,9
3161984792,Summarize recent commits for homepage,"The PR adds a new article summarizing recent development updates, which is purely documentation without code changes affecting features or fixes.",docs,10
3162618850,Return 404 for asset-service requests,The PR introduces a new document analyzing the 404 error issue and provides recommendations without changing any code. This is purely documentation work.,docs,10
3171715437,Implement collection lifecycle PRD proposals,"The PR introduces new features related to collection lifecycle management, including options for automatic garbage collection, status tracking, and manual control methods, which clearly adds new functionality.",feat,9
3162265216,Enable right click menus on mobile,"The changes introduce a new feature that enables right-click context menus on mobile devices through long-press gestures, adding new functionality via a reusable hook and integration in multiple components.",feat,9
3232422158,Update tests for refactored environment and parser components,"The PR updates and improves the test suite to align with refactored code and enhance test coverage, which is a clear indication of test-related changes.",test,9
3265063672,Improve package documentation and create READMEs,"The PR focuses entirely on improving and expanding documentation files, including README.md files for multiple packages, without introducing code changes or fixes. This aligns with the 'docs' category for documentation only changes.",docs,10
3232357145,Add helm upgrade test,"The PR introduces a new end-to-end test to validate the Helm upgrade process, which is an addition of a test case rather than a feature or fix.",test,9
3232585648,Automate Sentry JS SDK version updates,"The PR introduces a new automation feature to keep the Sentry JS SDK version up to date, which is a new capability rather than a fix or documentation change.",feat,8
3234164488,Update variable substitution to github action style,"The PR introduces support for a new variable substitution syntax in MCP workflows, which is a new feature. It also includes documentation updates, but the primary change is the addition of a new feature.",feat,9
3190669375,Cursor/update ray docs Twitter link to X,"The change updates a documentation link from Twitter to X, which is a documentation-only change without affecting code functionality.",docs,9
3216819371,get rid of old message type,"The title suggests removing or cleaning up an old message type, which is a code change that neither fixes a bug nor adds a feature, fitting the 'refactor' category.",refactor,8
3216822410,Update identifying users documentation,"The PR updates documentation to clarify user identification and links to API docs, without changing code functionality or adding features.",docs,10
3232435672,Ensure consistent sampleRand per trace,"The change fixes an issue where spans within a trace were inconsistently sampled, leading to missing transactions in traces. This directly addresses a bug as described in the motivation and context section, and it references a fix for an issue (#3052).",fix,9
3190574318,Use packagejson.find for manifest directory,"The change modifies the method of determining the manifest directory, which is an internal implementation detail and does not add a new feature or fix a bug. It is a refactor to improve consistency across commands.",refactor,8
3216830327,Validate chart axis configurations,"The PR introduces a new validation feature to ensure chart axis configurations are correct, which adds new functionality to the system.",feat,9
3190607828,Implement file attachment feature,"The commit introduces a new feature that allows users to upload and send files in chat, which is a clear addition of functionality.",feat,9
3261917784,Optimize agent configuration for token efficiency,"The PR title and body indicate improvements to configuration files aimed at optimizing token efficiency, which suggests a performance improvement rather than a new feature or bug fix.",perf,8
3206020144,Move MCP tools to Workshop CLI,"The change involves refactoring the MCP to delegate functionality to the CLI, centralizing logic and improving maintainability without adding new features or fixing bugs.",refactor,9
3210283861,Make contract webhook addresses mandatory,"The PR introduces new validation rules and UI indicators making certain fields mandatory, which is a new feature enhancing the form's behavior and user experience.",feat,9
3210400633,Implement PDF download and scrolling fix,"The PR introduces new features such as automatic PDF download, improved scrolling, and a manual download action, which are all new functionalities rather than fixes or other types of changes.",feat,9
3210289088,Ensure correct types for integration handler,"The change is about ensuring correct types, which suggests a fix to type-related issues rather than adding a new feature or other types of changes.",fix,8
3206119599,Create unit tests for get_x_y_annotation_columns,"The PR adds unit tests for an existing function, which is related to testing and does not introduce new features or fix bugs.",test,9
3234164558,Expose tool output to other tools,"The PR introduces a new feature that allows subsequent steps in a sequence to reference outputs of previous tools by making the execution context mutable and updating it with each step's result, which is a clear enhancement to existing functionality.",feat,9
3216841824,Remove catch_unwind from clipboard typing,"The change simplifies the code by removing a catch_unwind mechanism and adjusts error handling and logging without adding features or fixing bugs. This is a code simplification and refinement, best classified as 'refactor'.",refactor,9
3250968333,更新 readme 简体中文链接,"The change only updates a link in the README file, which is a documentation change without affecting code functionality.",docs,10
3221166299,Implement missing playwright selectors,"The title indicates the addition of missing selectors in Playwright, which implies adding new functionality or features to the codebase.",feat,8
3221196221,Implement fallback mechanism in MCP server,"The PR introduces a new 'fallback_step' mechanism as a feature to enhance the execute_sequence functionality, which is clearly a new feature addition rather than a bug fix or other change type.",feat,9
3214018368,Update Python SDK for search options,"The update introduces new parameters to the Python SDK, which adds new functionality for path filtering in search methods, indicating a new feature addition.",feat,9
